ID_Venda;Valor_Desconto;Qtde_Vendido;Valor_Retorno;Total_Venda;Custo_Unitario;Preço_uni;Data_Venda;Id-Canal;Id_Produto;Id_Promocao
306720;0;12;0;8388;321,44;699;15/10/2013;1;225;12
306796;0;20;0;7380;188,13;369;08/05/2013;1;436;1
306811;0;10;139;1390;70,870000000000005;139;25/04/2012;1;585;1
307046;0;12;0;4788;183,49000000000001;399;18/05/2012;1;261;3
307052;0;10;0;5290;243,27000000000001;529;27/07/2012;4;289;1
307100;0;5;0;695;70,870000000000005;139;27/11/2012;2;561;1
307108;0;5;0;695;70,870000000000005;139;06/06/2012;1;573;1
307333;0;10;0;3990;183,49000000000001;399;07/12/2013;1;287;1
307393;41,700000000000003;12;0;1626,3;70,870000000000005;139;30/03/2013;1;585;12
307667;0;10;0;3390;155,88999999999999;339;17/05/2013;1;273;1
307818;0;9;0;6201;316,85000000000002;689;26/08/2013;1;218;18
307849;0;10;0;3990;183,49000000000001;399;28/09/2013;1;274;1
307940;68,900000000000006;12;0;8199,1000000000004;316,85000000000002;689;04/02/2011;1;218;21
307961;42,899999999999999;12;0;5105,1000000000004;197,28;429;09/03/2012;1;257;3
308197;0;10;0;6890;316,85000000000002;689;18/01/2011;1;218;1
308283;0;10;0;6990;321,44;699;10/09/2012;1;209;1
308464;0;10;0;6890;316,85000000000002;689;07/08/2013;1;234;1
308625;0;10;0;6890;316,85000000000002;689;13/12/2012;1;234;1
308762;0;10;0;3990;183,49000000000001;399;21/07/2011;1;261;1
308996;0;10;0;1390;70,870000000000005;139;02/07/2012;4;585;1
309000;0;10;0;4290;197,28;429;28/02/2012;1;283;1
309212;0;10;0;1650;75,879999999999995;165;10/09/2011;1;947;1
309228;0;12;529;6348;243,27000000000001;529;24/01/2012;1;263;21
309249;13,9;24;0;3322,0999999999999;70,870000000000005;139;11/06/2013;1;621;21
309436;0;15;0;3448,5;117,20999999999999;229,90000000000001;29/07/2011;1;458;1
309467;0;12;0;5148;197,28;429;02/12/2013;1;257;21
309642;36,899999999999999;12;0;4391,1000000000004;188,13;369;16/03/2013;1;436;21
309849;0;40;0;9196;117,20999999999999;229,90000000000001;21/01/2011;2;458;1
310251;0;10;0;3390;155,88999999999999;339;02/06/2011;1;286;1
310420;0;20;0;10580;243,27000000000001;529;02/07/2011;4;250;1
310444;59,850000000000001;13;0;5127,1499999999996;183,49000000000001;399;02/05/2012;1;287;5
310466;0;10;429;4290;197,28;429;21/09/2013;1;283;1
310825;0;12;0;2400;91,969999999999999;200;26/05/2012;1;1441;12
310860;0;30;0;11070;188,13;369;10/04/2011;1;431;1
310883;209,69999999999999;12;0;8178,3000000000002;321,44;699;08/09/2011;1;233;12
310934;55,600000000000001;12;0;1612,4000000000001;70,870000000000005;139;07/10/2013;1;585;12
310967;0;5;0;695;70,870000000000005;139;04/09/2013;1;585;1
311138;0;36;0;13284;188,13;369;06/12/2012;1;436;3
311209;115,59999999999999;9;289;2485,4000000000001;132,90000000000001;289;04/01/2012;1;1412;27
311252;264,5;18;0;9257,5;243,27000000000001;529;20/10/2012;4;250;18
311507;257,39999999999998;18;0;7464,6000000000004;197,28;429;15/11/2012;2;244;27
311514;39,899999999999999;12;0;4748,1000000000004;183,49000000000001;399;18/11/2012;1;248;3
311528;27,800000000000001;6;139;806,20000000000005;70,870000000000005;139;12/09/2013;4;621;3
311881;22,989999999999998;18;0;4115,21;117,20999999999999;229,90000000000001;31/12/2011;4;453;3
311912;0;10;399;3990;183,49000000000001;399;13/12/2012;1;248;1
311928;0;10;0;4290;197,28;429;18/07/2011;1;257;1
311987;0;30;0;11070;188,13;369;23/03/2011;2;431;1
312196;0;10;0;1650;75,879999999999995;165;17/04/2011;3;947;1
312452;41,700000000000003;6;139;792,29999999999995;70,870000000000005;139;10/03/2012;1;573;3
312540;135,59999999999999;24;0;8000,3999999999996;155,88999999999999;339;23/02/2013;3;260;12
312675;0;20;0;2780;70,870000000000005;139;11/08/2011;1;597;1
312687;0;5;0;695;70,870000000000005;139;08/10/2012;1;549;1
312697;0;10;0;1390;70,870000000000005;139;07/07/2011;3;597;1
313041;0;10;0;3390;155,88999999999999;339;03/07/2012;4;247;1
313124;0;10;0;1390;70,870000000000005;139;15/03/2013;1;621;1
313211;0;4;0;556;70,870000000000005;139;14/12/2013;4;632;9
313238;0;5;139;695;70,870000000000005;139;17/06/2012;1;609;1
313496;0;20;139;2780;70,870000000000005;139;25/11/2013;1;561;1
313651;349,5;36;0;24814,5;321,44;699;30/12/2013;2;225;12
313707;0;20;139;2780;70,870000000000005;139;29/09/2013;1;585;1
313752;57,799999999999997;12;0;3410,1999999999998;132,90000000000001;289;30/11/2012;3;1412;3
313845;0;12;0;4788;183,49000000000001;399;12/03/2012;1;287;3
313920;0;10;0;3990;183,49000000000001;399;13/03/2012;2;274;1
313989;0;5;0;825;75,879999999999995;165;28/03/2013;1;947;1
314108;0;10;0;3990;183,49000000000001;399;03/09/2011;1;261;1
314190;0;10;0;1390;70,870000000000005;139;06/08/2012;1;632;1
314205;0;20;229,90000000000001;4598;117,20999999999999;229,90000000000001;22/01/2013;1;458;1
314271;0;12;0;4428;188,13;369;31/07/2013;1;436;21
314519;39,899999999999999;12;0;4748,1000000000004;183,49000000000001;399;19/05/2011;1;248;3
314525;0;20;0;2780;70,870000000000005;139;15/12/2011;1;621;1
314648;0;10;0;3990;183,49000000000001;399;26/08/2011;1;261;1
314750;128,69999999999999;12;429;5019,3000000000002;197,28;429;23/05/2011;3;270;3
314767;16,5;12;0;1963,5;75,879999999999995;165;11/01/2013;1;947;12
315611;0;10;0;4290;197,28;429;08/01/2012;1;257;1
315892;279,60000000000002;12;699;8108,3999999999996;321,44;699;23/06/2012;1;209;3
316038;0;10;0;3390;155,88999999999999;339;14/08/2012;3;273;1
316039;0;10;0;3990;183,49000000000001;399;21/03/2011;1;261;1
316293;0;15;0;3448,5;117,20999999999999;229,90000000000001;30/07/2012;4;458;1
316487;0;30;0;6897;117,20999999999999;229,90000000000001;21/09/2011;3;458;1
316667;0;15;0;3448,5;117,20999999999999;229,90000000000001;11/09/2011;1;441;1
317319;0;10;0;4290;197,28;429;23/11/2013;2;257;1
317429;0;10;0;1390;70,870000000000005;139;13/04/2012;1;597;1
317455;36,899999999999999;24;0;8819,1000000000004;188,13;369;05/08/2011;3;436;12
317532;0;10;0;6890;316,85000000000002;689;26/04/2013;1;218;1
317623;0;20;0;4598;117,20999999999999;229,90000000000001;14/11/2013;1;453;1
317691;0;24;229,90000000000001;5517,6000000000004;117,20999999999999;229,90000000000001;12/01/2011;1;458;12
318048;42,899999999999999;12;0;5105,1000000000004;197,28;429;05/04/2013;1;283;12
318116;0;10;0;5290;243,27000000000001;529;23/05/2011;2;250;1
318123;69,900000000000006;12;0;8318,1000000000004;321,44;699;08/01/2012;1;201;12
318166;0;20;0;3300;75,879999999999995;165;13/03/2012;2;947;1
318389;0;10;0;3990;183,49000000000001;399;28/08/2013;2;274;1
318563;0;10;689;6890;316,85000000000002;689;17/04/2012;1;218;1
318646;0;10;0;3990;183,49000000000001;399;24/07/2012;1;261;1
318761;0;10;0;6890;316,85000000000002;689;10/02/2012;1;234;1
318885;0;5;0;825;75,879999999999995;165;08/08/2013;1;947;1
318921;0;20;0;7380;188,13;369;19/07/2013;1;436;1
319039;0;10;0;6890;316,85000000000002;689;04/04/2012;1;202;1
319072;0;6;0;834;70,870000000000005;139;12/01/2013;1;549;3
319135;0;6;0;834;70,870000000000005;139;25/09/2012;1;549;3
319209;0;5;0;695;70,870000000000005;139;05/08/2012;1;597;1
319229;0;20;0;4598;117,20999999999999;229,90000000000001;08/03/2011;1;458;1
319624;0;10;0;3390;155,88999999999999;339;24/01/2013;1;273;1
319800;206,69999999999999;9;0;5994,3000000000002;316,85000000000002;689;02/01/2013;2;202;27
319945;0;10;699;6990;321,44;699;07/02/2012;1;201;1
319946;0;12;0;1668;70,870000000000005;139;06/04/2011;2;573;12
319990;0;6;0;834;70,870000000000005;139;22/01/2011;1;609;3
320027;0;30;0;11070;188,13;369;20/09/2013;1;436;1
320082;0;10;429;4290;197,28;429;20/12/2011;1;244;1
320088;0;10;339;3390;155,88999999999999;339;13/11/2011;1;260;1
320113;33,899999999999999;12;0;4034,0999999999999;155,88999999999999;339;25/09/2012;3;273;12
320217;199,5;36;0;14164,5;183,49000000000001;399;17/10/2013;3;287;12
320392;0;10;0;1390;70,870000000000005;139;05/08/2011;1;632;1
320483;159,59999999999999;12;0;4628,3999999999996;183,49000000000001;399;12/03/2011;1;261;21
320603;0;20;0;2780;70,870000000000005;139;30/12/2013;3;621;1
320688;0;12;0;5148;197,28;429;04/08/2013;1;257;3
320858;0;10;399;3990;183,49000000000001;399;08/12/2013;1;248;1
321521;0;20;0;3300;75,879999999999995;165;13/02/2012;4;947;1
321596;28,899999999999999;9;289;2572,0999999999999;132,90000000000001;289;19/04/2012;2;1412;9
321598;0;10;0;4290;197,28;429;27/04/2011;4;270;1
321628;0;15;0;3448,5;117,20999999999999;229,90000000000001;12/01/2011;1;453;1
321642;0;10;339;3390;155,88999999999999;339;19/07/2013;1;286;1
321732;0;40;229,90000000000001;9196;117,20999999999999;229,90000000000001;10/11/2011;3;458;1
322201;0;5;0;1000;91,969999999999999;200;17/05/2012;1;1441;1
322500;0;30;0;11070;188,13;369;28/04/2011;4;425;1
322556;0;10;0;1390;70,870000000000005;139;28/04/2012;2;549;1
322571;41,700000000000003;24;0;3294,3000000000002;70,870000000000005;139;02/12/2013;1;549;21
322663;41,700000000000003;12;0;1626,3;70,870000000000005;139;13/05/2011;1;573;12
322708;0;10;0;3990;183,49000000000001;399;08/05/2011;4;274;1
322792;0;10;0;3990;183,49000000000001;399;20/07/2011;1;261;1
323369;0;5;0;695;70,870000000000005;139;30/03/2011;1;632;1
323682;0;10;0;5290;243,27000000000001;529;04/01/2011;1;250;1
323867;0;10;0;6990;321,44;699;01/12/2013;1;225;1
323961;0;15;0;3448,5;117,20999999999999;229,90000000000001;06/07/2013;1;441;1
324197;0;5;0;695;70,870000000000005;139;02/07/2011;4;621;1
324321;0;20;139;2780;70,870000000000005;139;30/07/2013;3;573;1
324360;0;15;0;3448,5;117,20999999999999;229,90000000000001;03/03/2011;1;453;1
324813;28,899999999999999;12;0;3439,0999999999999;132,90000000000001;289;30/04/2013;1;1412;3
324838;209,69999999999999;12;0;8178,3000000000002;321,44;699;29/01/2011;1;233;12
325304;0;10;0;3990;183,49000000000001;399;11/07/2012;1;248;1
325369;0;30;0;11070;188,13;369;08/05/2013;1;436;1
325772;0;12;0;6348;243,27000000000001;529;01/03/2013;1;289;1
325788;211,59999999999999;9;0;4549,3999999999996;243,27000000000001;529;27/06/2013;1;263;18
325814;0;20;0;4598;117,20999999999999;229,90000000000001;29/03/2013;1;458;1
325932;0;10;0;3390;155,88999999999999;339;23/07/2013;1;260;1
326240;0;10;0;6890;316,85000000000002;689;21/05/2013;1;202;1
326266;159,59999999999999;12;0;4628,3999999999996;183,49000000000001;399;21/08/2011;1;248;21
326418;0;10;0;4290;197,28;429;28/12/2012;1;283;1
326692;171,59999999999999;24;429;10124,4;197,28;429;17/03/2013;2;244;3
326881;0;10;689;6890;316,85000000000002;689;12/07/2013;1;202;1
327097;0;5;0;695;70,870000000000005;139;22/07/2013;1;597;1
327367;0;30;369;11070;188,13;369;04/11/2013;3;431;1
327700;0;20;0;4598;117,20999999999999;229,90000000000001;05/03/2011;4;458;1
327854;55,600000000000001;6;0;778,39999999999998;70,870000000000005;139;22/07/2011;1;632;3
328024;159,59999999999999;12;0;4628,3999999999996;183,49000000000001;399;22/09/2012;1;261;3
328057;137,80000000000001;12;0;8130,1999999999998;316,85000000000002;689;31/01/2013;1;218;3
328071;69,5;24;0;3266,5;70,870000000000005;139;06/07/2013;4;549;12
328091;0;5;0;695;70,870000000000005;139;20/01/2011;1;597;1
328175;39,899999999999999;12;0;4748,1000000000004;183,49000000000001;399;31/12/2013;1;261;3
328212;159,59999999999999;12;0;4628,3999999999996;183,49000000000001;399;02/09/2011;1;274;3
328386;0;10;0;6990;321,44;699;20/09/2011;4;233;1
328466;128,69999999999999;12;0;5019,3000000000002;197,28;429;12/04/2012;2;283;12
328658;209,69999999999999;12;699;8178,3000000000002;321,44;699;30/04/2011;2;225;21
328674;0;20;0;4598;117,20999999999999;229,90000000000001;07/10/2011;1;453;1
328814;0;5;0;695;70,870000000000005;139;26/07/2013;1;632;1
328969;135,59999999999999;12;0;3932,4000000000001;155,88999999999999;339;06/07/2012;1;286;21
328975;0;20;0;2780;70,870000000000005;139;05/11/2013;2;573;1
329177;0;10;0;5290;243,27000000000001;529;04/10/2012;1;276;1
329196;0;10;0;3690;188,13;369;09/08/2011;2;419;1
329699;0;10;0;3990;183,49000000000001;399;17/05/2012;1;248;1
329790;0;10;0;6890;316,85000000000002;689;13/07/2011;1;234;1
329971;137,80000000000001;9;0;6063,1999999999998;316,85000000000002;689;14/08/2012;1;234;9
329975;0;5;0;695;70,870000000000005;139;20/05/2011;1;561;1
330461;0;10;0;5290;243,27000000000001;529;27/07/2012;1;263;1
330512;45,979999999999997;18;0;4092,2199999999998;117,20999999999999;229,90000000000001;19/03/2011;3;458;3
330527;0;20;0;2780;70,870000000000005;139;29/07/2012;1;597;1
330558;0;5;0;695;70,870000000000005;139;02/02/2011;1;597;1
330770;55,600000000000001;6;0;778,39999999999998;70,870000000000005;139;20/11/2013;2;549;3
330771;0;5;139;695;70,870000000000005;139;14/11/2011;1;549;1
330882;130,05000000000001;13;0;3626,9499999999998;132,90000000000001;289;21/06/2012;1;1412;14
331050;0;20;369;7380;188,13;369;04/06/2011;3;431;1
331106;49,5;24;0;3910,5;75,879999999999995;165;05/04/2011;1;947;21
331272;36,899999999999999;36;0;13247,1;188,13;369;26/06/2013;3;431;3
331393;0;5;0;695;70,870000000000005;139;25/07/2013;1;549;1
331671;0;30;0;11070;188,13;369;25/05/2013;1;425;1
331677;0;10;0;3990;183,49000000000001;399;09/12/2011;2;248;1
331703;0;15;0;3448,5;117,20999999999999;229,90000000000001;12/12/2012;1;458;1
331728;0;60;0;8340;70,870000000000005;139;01/10/2013;4;585;1
331879;359,10000000000002;48;0;18792,900000000001;183,49000000000001;399;22/03/2011;3;261;3
331985;0;5;0;825;75,879999999999995;165;04/12/2011;1;947;1
332014;0;10;0;4290;197,28;429;17/11/2013;1;257;1
332062;61,5;9;0;1783,5;94,269999999999996;205;23/05/2012;2;1315;27
332529;0;5;0;695;70,870000000000005;139;12/04/2013;1;561;1
332587;0;10;0;3690;188,13;369;15/09/2013;1;436;1
332617;0;12;0;1980;75,879999999999995;165;30/08/2011;1;947;12
332669;0;40;429;17160;197,28;429;29/02/2012;2;270;1
332734;83,400000000000006;26;0;3530,5999999999999;70,870000000000005;139;05/04/2013;1;549;23
332822;0;20;0;2780;70,870000000000005;139;11/12/2013;1;621;1
332912;211,59999999999999;12;0;6136,3999999999996;243,27000000000001;529;17/05/2011;1;250;12
333582;41,700000000000003;6;0;792,29999999999995;70,870000000000005;139;08/01/2011;1;632;3
333587;147,59999999999999;24;0;8708,3999999999996;188,13;369;18/04/2013;1;425;12
333682;119,7;12;0;4668,3000000000002;183,49000000000001;399;20/03/2013;1;274;12
333908;0;10;0;6990;321,44;699;19/10/2013;1;209;1
333952;82;12;0;2378;94,269999999999996;205;09/09/2013;2;1313;21
333973;0;30;529;15870;243,27000000000001;529;29/10/2012;2;289;1
334428;0;40;429;17160;197,28;429;27/01/2013;2;270;1
334774;55,600000000000001;6;0;778,39999999999998;70,870000000000005;139;20/10/2011;1;621;3
334855;45,979999999999997;18;0;4092,2199999999998;117,20999999999999;229,90000000000001;11/04/2011;1;458;3
334892;0;10;0;4290;197,28;429;11/08/2013;1;257;1
335110;0;10;0;6890;316,85000000000002;689;27/01/2011;1;234;1
335142;0;10;0;3990;183,49000000000001;399;21/11/2011;1;287;1
335311;275,60000000000002;12;689;7992,3999999999996;316,85000000000002;689;26/07/2012;1;202;3
335454;209,69999999999999;9;0;6081,3000000000002;321,44;699;25/05/2013;2;233;18
335898;0;10;0;3390;155,88999999999999;339;10/08/2012;2;273;1
336026;0;10;0;3990;183,49000000000001;399;23/11/2011;1;287;1
336367;128,69999999999999;12;0;5019,3000000000002;197,28;429;30/11/2011;1;257;12
336429;115,59999999999999;12;0;3352,4000000000001;132,90000000000001;289;12/04/2013;1;1412;3
336632;0;10;0;3990;183,49000000000001;399;20/03/2011;1;287;1
336659;0;12;0;2460;94,269999999999996;205;19/01/2011;1;1314;21
336778;79,799999999999997;9;0;3511,1999999999998;183,49000000000001;399;24/06/2013;4;287;18
336859;0;10;0;3990;183,49000000000001;399;08/12/2012;1;261;1
337207;0;5;0;695;70,870000000000005;139;26/04/2013;1;609;1
337233;0;10;0;3990;183,49000000000001;399;13/03/2011;2;274;1
337289;73,799999999999997;72;0;26494,200000000001;188,13;369;27/12/2012;4;431;3
337321;0;20;0;7380;188,13;369;10/09/2013;1;436;1
337328;0;20;0;4598;117,20999999999999;229,90000000000001;17/02/2012;2;441;1
337352;0;10;529;5290;243,27000000000001;529;27/02/2012;1;276;1
337394;0;10;0;6890;316,85000000000002;689;20/09/2013;1;234;1
337399;49,5;6;0;940,5;75,879999999999995;165;30/03/2012;1;947;3
337479;0;10;0;3990;183,49000000000001;399;30/05/2013;1;248;1
337494;171,59999999999999;12;0;4976,3999999999996;197,28;429;07/06/2012;1;270;3
337536;0;24;0;3336;70,870000000000005;139;07/06/2011;1;573;1
337886;147,59999999999999;24;0;8708,3999999999996;188,13;369;07/11/2011;1;431;12
337908;0;20;0;7380;188,13;369;05/11/2012;1;436;1
337928;0;20;0;7380;188,13;369;07/11/2013;1;419;1
338001;0;10;0;4290;197,28;429;24/10/2012;2;257;1
338133;0;5;0;695;70,870000000000005;139;07/01/2011;1;549;1
338238;0;12;0;4068;155,88999999999999;339;11/07/2013;1;247;12
338289;0;10;0;1390;70,870000000000005;139;18/11/2012;1;609;1
338756;67,799999999999997;12;339;4000,1999999999998;155,88999999999999;339;14/04/2012;1;247;12
338813;49,5;12;0;1930,5;75,879999999999995;165;06/04/2013;1;947;12
338958;0;30;0;11070;188,13;369;13/03/2013;1;431;1
338961;279,60000000000002;12;0;8108,3999999999996;321,44;699;21/05/2013;1;233;12
339563;0;10;0;4290;197,28;429;11/11/2013;1;257;1
339660;0;10;0;4290;197,28;429;06/07/2013;2;270;1
339811;0;10;339;3390;155,88999999999999;339;25/01/2011;1;260;1
340155;0;12;0;4428;188,13;369;03/03/2011;3;431;21
340925;0;12;0;4788;183,49000000000001;399;18/09/2011;4;261;3
340948;159,59999999999999;9;0;3431,4000000000001;183,49000000000001;399;06/12/2011;4;287;18
340973;159,59999999999999;12;0;4628,3999999999996;183,49000000000001;399;05/07/2011;1;261;3
340974;97,299999999999997;12;139;1570,7;70,870000000000005;139;17/06/2013;4;609;3
341142;13,9;4;0;542,10000000000002;70,870000000000005;139;08/10/2013;1;561;9
341282;0;12;0;8388;321,44;699;21/07/2012;1;209;12
341921;0;20;0;2780;70,870000000000005;139;06/10/2013;2;573;1
341935;0;6;0;834;70,870000000000005;139;13/03/2012;1;632;3
341952;0;10;0;3990;183,49000000000001;399;01/08/2012;4;248;1
342009;0;5;0;695;70,870000000000005;139;25/01/2012;1;585;1
342092;0;10;0;4290;197,28;429;27/04/2013;1;244;1
342108;0;12;0;5148;197,28;429;27/03/2011;1;257;3
342143;0;5;139;695;70,870000000000005;139;09/04/2012;1;632;1
342163;0;20;0;4598;117,20999999999999;229,90000000000001;26/01/2011;2;453;1
342276;0;10;0;3990;183,49000000000001;399;20/06/2011;1;287;1
342300;45,979999999999997;18;0;4092,2199999999998;117,20999999999999;229,90000000000001;19/10/2011;1;441;3
342315;0;10;0;6890;316,85000000000002;689;11/02/2013;1;218;1
342532;0;24;0;5517,6000000000004;117,20999999999999;229,90000000000001;21/09/2012;1;458;12
342755;0;20;0;4598;117,20999999999999;229,90000000000001;01/10/2011;1;458;1
342784;13,9;12;0;1654,0999999999999;70,870000000000005;139;10/08/2012;1;621;12
342882;0;30;0;20970;321,44;699;27/03/2011;4;201;1
342902;275,60000000000002;12;0;7992,3999999999996;316,85000000000002;689;26/10/2012;1;202;12
343067;0;10;0;4290;197,28;429;07/09/2011;1;270;1
343082;60;6;0;1140;91,969999999999999;200;23/04/2011;4;1441;3
343312;0;12;0;8388;321,44;699;29/07/2013;1;233;12
343384;119,7;18;399;7062,3000000000002;183,49000000000001;399;12/01/2013;4;248;9
343410;0;10;0;3990;183,49000000000001;399;02/03/2013;3;248;1
343481;0;10;0;6990;321,44;699;14/04/2012;1;233;1
343589;0;27;0;9963;188,13;369;15/12/2011;1;425;9
343624;68,969999999999999;18;0;4069,23;117,20999999999999;229,90000000000001;17/10/2011;1;453;3
343639;0;10;0;1390;70,870000000000005;139;19/12/2013;1;621;1
343666;139,80000000000001;12;699;8248,2000000000007;321,44;699;12/12/2013;1;233;21
343833;0;10;0;6890;316,85000000000002;689;05/04/2012;4;218;1
344090;45,979999999999997;18;0;4092,2199999999998;117,20999999999999;229,90000000000001;19/09/2011;1;453;3
344135;0;10;0;3990;183,49000000000001;399;01/05/2013;2;248;1
344195;0;10;0;1390;70,870000000000005;139;09/06/2011;1;549;1
344199;110,7;36;369;13173,299999999999;188,13;369;02/08/2011;1;436;3
344222;0;36;0;13284;188,13;369;21/12/2013;1;419;3
344280;36,350000000000001;9;0;3235,1500000000001;185,31999999999999;363,5;31/10/2012;2;355;9
344383;0;40;0;14760;188,13;369;27/03/2013;2;425;1
344536;0;10;0;1390;70,870000000000005;139;18/07/2011;2;597;1
344552;0;20;0;4598;117,20999999999999;229,90000000000001;14/01/2013;2;441;1
344561;0;10;289;2890;132,90000000000001;289;06/01/2011;1;1412;1
344890;0;10;0;1390;70,870000000000005;139;22/11/2012;1;632;1
344918;0;5;0;1000;91,969999999999999;200;31/05/2012;2;1441;1
344949;0;30;0;11070;188,13;369;05/11/2012;4;425;1
344977;42,899999999999999;27;429;11540,1;197,28;429;06/01/2013;2;244;27
345008;0;10;0;3390;155,88999999999999;339;26/01/2013;4;273;1
345214;27,800000000000001;6;0;806,20000000000005;70,870000000000005;139;26/11/2013;1;632;3
345595;0;10;0;3990;183,49000000000001;399;24/09/2011;1;248;1
345652;0;12;0;4788;183,49000000000001;399;23/02/2012;1;261;3
345707;40;6;0;1160;91,969999999999999;200;27/06/2012;1;1441;3
345978;110,7;108;0;39741,300000000003;188,13;369;27/02/2011;2;419;3
346064;0;20;0;7380;188,13;369;03/06/2012;3;425;1
346168;0;5;139;695;70,870000000000005;139;20/11/2011;1;632;1
346370;0;10;0;3990;183,49000000000001;399;24/05/2012;1;261;1
346381;13,9;12;0;1654,0999999999999;70,870000000000005;139;09/11/2012;4;585;12
346464;139,80000000000001;12;0;8248,2000000000007;321,44;699;14/02/2012;1;209;3
346614;0;30;0;11070;188,13;369;14/03/2011;2;436;1
346704;0;15;0;3448,5;117,20999999999999;229,90000000000001;29/05/2012;1;458;1
346864;49,5;6;0;940,5;75,879999999999995;165;10/08/2013;1;947;3
347146;27,800000000000001;6;0;806,20000000000005;70,870000000000005;139;25/03/2013;1;597;3
347283;0;10;0;6890;316,85000000000002;689;15/04/2012;1;234;1
347366;0;30;0;11070;188,13;369;28/10/2012;1;431;1
347551;0;10;0;4290;197,28;429;07/01/2013;1;257;1
347937;0;6;0;834;70,870000000000005;139;22/01/2012;1;632;1
347989;128,69999999999999;12;0;5019,3000000000002;197,28;429;20/02/2013;4;257;12
347990;27,800000000000001;9;0;1223,2;70,870000000000005;139;25/11/2012;4;585;18
347996;0;10;0;6890;316,85000000000002;689;06/01/2012;1;218;1
348124;171,59999999999999;24;0;10124,4;197,28;429;26/02/2013;2;244;21
348142;0;20;369;7380;188,13;369;20/08/2012;1;436;1
348358;0;10;0;6890;316,85000000000002;689;21/01/2013;1;234;1
348501;0;10;0;1390;70,870000000000005;139;14/05/2013;1;621;1
348512;0;20;0;2780;70,870000000000005;139;13/02/2011;1;632;1
348705;0;10;0;3990;183,49000000000001;399;19/05/2011;1;261;1
349093;0;10;0;6890;316,85000000000002;689;28/09/2011;1;202;1
349219;0;10;0;3990;183,49000000000001;399;22/05/2011;1;274;1
349316;0;10;0;1390;70,870000000000005;139;26/09/2013;2;561;1
349351;13,9;6;0;820,10000000000002;70,870000000000005;139;23/08/2012;1;621;3
349972;0;10;0;3390;155,88999999999999;339;16/11/2012;1;286;1
350152;0;6;0;834;70,870000000000005;139;06/09/2012;1;621;3
350371;0;15;0;3448,5;117,20999999999999;229,90000000000001;30/10/2011;1;453;1
350559;0;12;0;8268;316,85000000000002;689;30/06/2013;1;218;3
350764;0;15;139;2085;70,870000000000005;139;04/01/2011;3;585;1
351203;0;20;0;4000;91,969999999999999;200;09/07/2013;1;1441;1
351388;476,10000000000002;36;0;18567,900000000001;243,27000000000001;529;18/09/2013;4;250;12
351612;0;30;0;6897;117,20999999999999;229,90000000000001;23/06/2013;3;441;1
351647;0;10;699;6990;321,44;699;21/05/2013;1;225;1
351667;27,800000000000001;12;139;1640,2;70,870000000000005;139;25/09/2012;1;597;12
352024;79,799999999999997;12;399;4708,1999999999998;183,49000000000001;399;25/01/2011;4;248;3
352267;0;10;0;4290;197,28;429;13/07/2013;4;244;1
352288;0;10;0;4290;197,28;429;23/08/2012;1;270;1
352472;39,899999999999999;12;0;4748,1000000000004;183,49000000000001;399;22/05/2012;1;287;3
352774;0;10;0;1390;70,870000000000005;139;17/02/2011;3;621;1
352882;0;5;0;1000;91,969999999999999;200;30/05/2011;1;1441;1
353403;0;20;0;3300;75,879999999999995;165;30/09/2011;1;947;1
353472;0;10;0;4290;197,28;429;09/05/2011;1;244;1
353490;27,800000000000001;12;0;1640,2;70,870000000000005;139;09/11/2012;2;632;3
353663;36,350000000000001;12;0;4325,6499999999996;185,31999999999999;363,5;19/06/2013;1;355;3
354098;0;10;0;6990;321,44;699;15/11/2011;3;217;1
354140;0;10;0;6990;321,44;699;14/09/2012;1;217;1
354177;0;20;0;6780;155,88999999999999;339;10/11/2012;3;273;1
354429;0;10;0;3690;188,13;369;31/05/2013;2;431;1
354454;0;5;0;695;70,870000000000005;139;21/04/2013;3;561;1
354516;0;10;0;3690;188,13;369;28/03/2013;1;425;1
354603;0;10;0;4290;197,28;429;18/10/2013;1;283;1
354732;0;10;0;4290;197,28;429;24/05/2011;1;270;1
354773;69,900000000000006;12;0;8318,1000000000004;321,44;699;16/11/2013;1;233;12
354798;0;15;0;3448,5;117,20999999999999;229,90000000000001;22/05/2011;1;458;1
354862;0;10;0;6890;316,85000000000002;689;02/06/2011;1;202;1
355031;0;5;0;695;70,870000000000005;139;23/03/2011;1;549;1
355382;0;5;0;695;70,870000000000005;139;12/09/2013;1;621;1
355448;0;5;0;695;70,870000000000005;139;06/12/2013;1;609;1
355495;0;10;289;2890;132,90000000000001;289;16/03/2012;1;1412;1
355516;0;10;429;4290;197,28;429;28/10/2012;4;270;1
355538;105,8;12;0;6242,1999999999998;243,27000000000001;529;25/08/2012;4;289;12
355576;0;10;0;3390;155,88999999999999;339;27/10/2013;1;273;1
355642;0;5;0;695;70,870000000000005;139;12/06/2011;1;597;1
356085;0;10;0;4290;197,28;429;13/05/2012;3;257;1
356224;42,899999999999999;12;0;5105,1000000000004;197,28;429;29/01/2011;1;283;12
356250;0;10;0;6990;321,44;699;27/10/2012;2;201;1
356311;0;10;0;3990;183,49000000000001;399;20/03/2012;1;261;1
356394;171,59999999999999;12;0;4976,3999999999996;197,28;429;28/10/2013;1;244;3
356431;160,93000000000001;36;0;8115,4700000000003;117,20999999999999;229,90000000000001;11/01/2013;4;441;3
